Long,Lat,Mag_nT,Easting,Northing,Heading,Dir,Time (s),filtered
-116.598380736616,36.76904365053191,-1.7104043325389284,535842.3753427466,4069327.326658524,178.43871605010932,NS,16,27.465047310233015
-116.59838131087528,36.76906368731813,-1.0274692468674402,535842.3147667322,4069329.54911836,178.3361900720122,NS,17,26.824186743413215
-116.59838192703968,36.76908363711672,-0.3453297228415977,535842.2504914062,4069331.761912997,178.23111652101488,NS,18,26.1341106339718
-116.59838258844012,36.76910357878917,0.0367342090457896,535842.1821827983,4069333.9737892738,178.14362527062755,NS,19,25.39452950426113
-116.59838328430864,36.76912342319241,-0.0820910710108364,535842.1108433853,4069336.174862604,178.08202587111995,NS,20,24.605184905536845
-116.59838400873892,36.76914332310087,-0.8004104212022867,535842.0369291715,4069338.382082425,178.0455300493295,NS,21,23.765849682237103
-116.59838474809852,36.76916320041414,-0.9189365439824542,535841.9616931375,4069340.5867901873,177.99660491614932,NS,22,22.87632821709946
-116.59838551124612,36.76918314753427,-0.7368260038792869,535841.8843016832,4069342.7992327022,177.9288482702508,NS,23,21.93645665695053
-116.59838630052634,36.769203013675735,-1.0554556722063353,535841.8046157493,4069345.0026825,177.8381691338357,NS,24,20.946103119015092
-116.59838712935804,36.76922289009181,-1.4739927430864554,535841.7213952971,4069347.207257255,177.75883565200485,NS,25,19.905167877603184
-116.59838798913752,36.76924269047702,-1.5932249932966442,535841.6354483386,4069349.403386346,177.69194103854696,NS,26,18.813583531045307
-116.59838888179468,36.76926258236664,-1.1116227435641122,535841.5465246624,4069351.6096536927,177.6563139294476,NS,27,17.671315148759046
-116.5983897903752,36.76928248582601,-0.7299153423819007,535841.4561745588,4069353.817198513,177.68738477968355,NS,28,16.478360398340822
-116.5983906893742,36.769302474931806,-0.747425621048933,535841.3666397312,4069356.034247663,177.7724773626276,NS,29,15.234749652590192
-116.59839154855044,36.76932239733284,-0.9655437424671618,535841.2806899605,4069358.243912192,177.88456428045615,NS,30,13.940546076385234
-116.59839235646648,36.76934225186741,-0.8842799613712486,535841.1993465171,4069360.4460675176,178.0066710085719,NS,31,12.595845693340836
-116.5983931152585,36.769362199017785,-0.802169005023643,535841.1223440561,4069362.658515089,178.14673691608527,NS,32,11.200777432192726
-116.59839381345816,36.76938214820535,-0.820037579077507,535841.0507482245,4069364.871211344,178.26183239648668,NS,33,9.755503152864035
-116.59839446215167,36.769402107898,-0.8378087064129431,535840.9835656908,4069367.085091469,178.35554991112755,NS,34,8.260217652182009
-116.598395072422,36.76942213924804,-1.3549243561656112,535840.9197788939,4069369.3069349257,178.41265696239208,NS,35,6.715148649226139
-116.59839565510308,36.769442076211504,-2.1729009841883453,535840.8584982445,4069371.518318444,178.40380783220127,NS,36,5.120556750300559
-116.59839624119093,36.76946199879538,-2.491009014375777,535840.7969202761,4069373.72810557,178.3251639652371,NS,37,3.476735393536514
-116.5983968582374,36.76948182332468,-2.510013319320024,535840.7326250771,4069375.927003945,178.21628382991108,NS,38,1.7840107731425972
-116.59839752420513,36.76950170943947,-2.528456804096095,535840.6639352847,4069378.132715669,178.11045506258185,NS,39,0.0427417433338169
-116.59839823527042,36.76952157895189,-2.347053271588265,535840.5912285348,4069380.3365688194,178.03297059935946,NS,40,-1.7466802980183989
-116.59839898205898,36.769541509688246,-2.565091813471554,535840.5153052113,4069382.5472001527,178.0262486509705,NS,41,-3.583831545959494
-116.59839972791087,36.769561338176,-3.184063941794193,535840.4395131,4069384.746489438,178.06257935866932,NS,42,-5.468255945180906
-116.59840045755892,36.76958115140192,-3.60317492368722,535840.3651742267,4069386.944091806,178.11455058220417,NS,43,-7.399465366825408
-116.59840116144704,36.76960086931936,-3.4231553579456886,535840.2931786723,4069389.131131285,178.17329316476196,NS,44,-9.376939805276216
-116.59840184218174,36.769620645172175,-3.442606078971039,535840.223222494,4069391.324606197,178.21784565188216,NS,45,-11.400127594825426
-116.59840250352828,36.76964041324644,-4.16212722655564,535840.1550002492,4069393.517225503,178.24829234102967,NS,46,-13.468445646105758
-116.59840315435704,36.76966025902873,-4.880938509363659,535840.0876805134,4069395.718468885,178.26097243250362,NS,47,-15.581279702156493
-116.59840379755296,36.769680038078086,-5.100358884345951,535840.0210730516,4069397.912312467,178.24733120829578,NS,48,-17.73798461398323
-116.59840444779108,36.76969985322481,-5.619449876446197,535839.9538203372,4069400.110157689,178.21667007830663,NS,49,-19.937884635458985
-116.59840511008542,36.76971963450509,-6.4388504686294254,535839.8855074606,4069402.30424161,178.17665684136026,NS,50,-22.18027373740227
-116.59840579427586,36.76973955295395,-6.856999269905828,535839.8151766695,4069404.513533413,178.12449128926758,NS,51,-24.464415940655964
-116.59840650332217,36.76975953611782,-7.574557933862707,535839.7425975384,4069406.729994735,178.07115057369288,NS,52,-26.78954566797935
-116.59840724118294,36.7697796740395,-8.390704415586697,535839.6673748831,4069408.963612515,178.06452519931176,NS,53,-29.15486811455429
-116.59840798096604,36.76979978545481,-8.907092981456117,535839.5919930382,4069411.19428924,178.10404202010062,NS,54,-31.559559636894253
-116.59840870491928,36.769819936558015,-9.723118674658508,535839.5180054755,4069413.429374467,178.16338040529092,NS,55,-34.00276815993522
-116.59840940082672,36.76984002747852,-9.739693021868334,535839.4465488747,4069415.657794153,178.22457915473584,NS,56,-36.48361360207485
-116.59841007229936,36.769860186212064,-9.85564742488441,535839.3772414024,4069417.8937454782,178.2713768039711,NS,57,-39.00118831791574
-116.59841072216828,36.76988031014661,-10.871918905701932,535839.3098781588,4069420.1258446574,178.31193263456865,NS,58,-41.554557558458434
-116.598411354961,36.76990045447951,-12.08800360528494,535839.2440293989,4069422.360213022,178.3394676836511,NS,59,-44.14275994847815
-116.5984119707664,36.769920438283485,-12.905553545600014,535839.1797713935,4069424.576780327,178.34568850133226,NS,60,-46.764807980809216
-116.59841257819524,36.76994023700821,-13.824793157285058,535839.116347114,4069426.772819984,178.33657964601483,NS,61,-49.41968852725071
-116.5984131889805,36.769960017640784,-15.144198068476726,535839.0526317352,4069428.966851434,178.32454318077012,NS,62,-52.10636336579669
-116.59841380248528,36.76997971962144,-15.964321221400496,535838.9887102877,4069431.15215704,178.31672817233104,NS,63,-54.823769723883906
-116.59841442020397,36.76999944942886,-16.784190421692074,535838.9243998472,4069433.340547888,178.3192635205479,NS,64,-57.57082083734103
-116.59841503397864,36.770019087779474,-18.304894577814597,535838.8604839741,4069435.518794944,178.3184725475199,NS,65,-60.3464065247124
-116.59841564917032,36.770038760651055,-19.925283571415093,535838.7964256014,4069437.7008708767,178.2970188781204,NS,66,-63.14939377662117
-116.59841627562184,36.7700584996133,-21.4450694477282,535838.731331617,4069439.890274021,178.2381836924939,NS,67,-65.97862735982665
-116.59841692752252,36.770078245757325,-23.26479053204912,535838.6639631363,4069442.080464316,178.11983670697947,NS,68,-68.83293043562205
-116.59841763697143,36.7700981833346,-24.782765441720585,535838.591369754,4069444.29186871,178.01057173665615,NS,69,-71.71110519220919
-116.5984183964466,36.770118192674055,-26.100086643215946,535838.5142784679,4069446.5112149385,177.94979901646673,NS,70,-74.6119334906797
-116.59841918752645,36.77013833436069,-27.41620037643679,535838.4343050923,4069448.7452305774,177.96289348619655,NS,71,-77.53417752422199
-116.59841997059009,36.77015841733861,-29.032849922180503,535838.3550744713,4069450.972736684,178.06138845613455,NS,72,-80.4765804901662
-116.59842070991355,36.77017847894776,-31.24969323400819,535838.2797573642,4069453.197888746,178.18991913198917,NS,73,-83.43786727447164
-116.59842138948945,36.770198430091206,-33.66754334930829,535838.209823798,4069455.4108092543,178.31918755250933,NS,74,-86.4167451482527
-116.59842201403664,36.77021841197031,-35.785111125268486,535838.1447869184,4069457.627159875,178.42620015999142,NS,75,-89.41190447593168
-116.59842259068832,36.77023834272464,-38.303144236896514,535838.0840482329,4069459.8378571793,178.5013752455548,NS,76,-92.42201943460152
-116.5984231356494,36.7702583038982,-41.12089861794175,535838.0261235941,4069462.0519407536,178.52228017807494,NS,77,-95.44574874417198
-116.5984236688831,36.77027816560067,-43.83956089216463,535837.9692918671,4069464.2549944255,178.4980990838561,NS,78,-98.48173640786781
-116.59842421246783,36.7702980246176,-46.75824800598002,535837.9115376472,4069466.457746324,178.46060342290738,NS,79,-101.52861246264082
-116.59842477045582,36.77031782121616,-49.87750549573775,535837.8525271023,4069468.653568782,178.44434039927268,NS,80,-104.5849937390509
-116.59842533867872,36.77033773157076,-52.69572461134612,535837.7925502313,4069470.862006344,178.47998152173153,NS,81,-107.6494846301656
-116.5984258948572,36.770357762873736,-56.11283899391947,535837.7335919787,4069473.083865194,178.55392232512412,NS,82,-110.72067786902286
-116.5984264179478,36.77037775821893,-59.93028068125659,535837.6776033612,4069475.3017476527,178.63102926106797,NS,83,-113.79715531419446
-116.59842690863104,36.77039779662137,-63.84732822001479,535837.6244868727,4069477.524418582,178.68047916553158,NS,84,-116.87748874298444
-116.5984273768358,36.770417793436096,-68.46475479635501,535837.5733958164,4069479.742484622,178.66966729888549,NS,85,-119.96024065179115
-116.5984278523152,36.77043789944896,-72.88118452482104,535837.5216047383,4069481.9726612666,178.59946356957747,NS,86,-123.04396506315696
-116.5984283587823,36.77045801950729,-76.79748696069964,535837.4670416934,4069484.204384376,178.49269262591864,NS,87,-126.12720833902559
-116.59842891408653,36.770478219998814,-80.91305647778881,535837.4080828421,4069486.445011641,178.38775375287275,NS,88,-129.20850999972362
-116.59842951261444,36.77049832678853,-85.82948290349395,535837.3453101917,4069488.6752284095,178.3387518134622,NS,89,-132.28640354817787
-116.5984301313083,36.77051839394323,-91.24627185116788,535837.2807563352,4069490.901040937,178.3196121954569,NS,90,-135.35941729887838
-116.59843075704464,36.77053841964136,-96.46343954899294,535837.2155933047,4069493.122252066,178.29320183891963,NS,91,-138.4260752110928
-116.598431392816,36.770558399879306,-101.78102264520658,535837.1495558969,4069495.338416562,178.22275907512525,NS,92,-141.48489772583548
-116.59843205758902,36.77057833352512,-107.499032060442,535837.0809519938,4069497.549401752,178.1440673306141,NS,93,-144.53440260609202
-116.59843275464648,36.77059821662774,-113.71750397203232,535837.0094904716,4069499.75476812,178.08534401531574,NS,94,-147.57310577979825
-116.59843347585578,36.77061806670518,-119.63627817540056,535836.9358889568,4069501.956461976,178.05879528327108,NS,95,-150.59952218507047
-116.59843420779612,36.77063789748792,-125.65522888575016,535836.8613387828,4069504.1560114655,178.0852065928102,NS,96,-153.61216661718174
-116.59843492810036,36.77065772100912,-131.67424554089757,535836.7878304558,4069506.3547598007,178.15815640889116,NS,97,-156.60955457677906
-116.5984356175554,36.77067756032898,-137.89311698953043,535836.7170678895,4069508.5552722337,178.26473191093308,NS,98,-159.59020311883432
-116.59843626189787,36.77069742404284,-144.51176430927535,535836.6503199823,4069510.758507586,178.3943238900722,NS,99,-162.5526317018215
-116.5984368512476,36.77071731771032,-151.73013643152171,535836.5884658885,4069512.965086285,178.54646917998238,NS,100,-165.4953630366118
-116.59843737558003,36.770737237182765,-158.34827092832074,535836.5324021524,4069515.174551871,178.66005749993565,NS,101,-168.41692393458064
-116.59843785168982,36.77075719369543,-164.96606572964174,535836.4806247341,4069517.388144384,178.74718650667506,NS,102,-171.3158461544166
-116.59843829057256,36.77077717332806,-171.7836482781213,535836.4321588312,4069519.6043155342,178.82454360964454,NS,103,-174.1906672471275
-116.59843869634972,36.7707971743702,-178.7010343187585,535836.3866374206,4069521.822874039,178.9071718441499,NS,104,-177.03993139873688
-116.59843906655308,36.770817191000695,-185.3182769273999,535836.3442834846,4069524.043175084,178.97115089123244,NS,105,-179.8621902701657
-116.59843940927291,36.770837225465286,-191.93535584817528,535836.3043739739,4069526.265464757,179.01672982053609,NS,106,-182.65600383379675
-116.59843973222556,36.7708572628215,-199.1524077560616,535836.2662272126,4069528.488082607,179.0298003977605,NS,107,-185.41994120621993
-116.59844004937814,36.77087729276289,-206.3695271881525,535836.228601525,4069530.7098801113,178.984755974602,NS,108,-188.15258147665963
-116.5984403859604,36.77089731392974,-212.7867273376187,535836.1892459723,4069532.930696989,178.89051632487516,NS,109,-190.8525145305866
-116.59844076322568,36.770917321380495,-218.6040539796677,535836.146266142,4069535.1499771206,178.7651866081529,NS,110,-193.518341868021
-116.59844119487305,36.77093732733392,-224.82139596904108,535836.0984338071,4069537.3690708,178.6305733435365,NS,111,-196.14867741603504
-116.5984416852112,36.77095734330752,-230.8386482739088,535836.0453590916,4069539.5892540463,178.49686442879633,NS,112,-198.742148334968
-116.5984422342989,36.77097738345697,-236.55568164271332,535835.9870301661,4069541.812097125,178.41530327080577,NS,113,-201.29739581786905
-116.59844281890126,36.77099742484791,-242.5727047696428,535835.925531258,4069544.035064632,178.37494766636854,NS,114,-203.81307588268757
-116.59844342092887,36.771017461873605,-247.9897682913006,535835.8624793226,4069546.257541387,178.38397163284523,NS,115,-206.28786015673597
-116.59844401844953,36.77103747939231,-252.90700978875336,535835.7998387042,4069548.477855932,178.4504838466987,NS,116,-208.72043665295232
-116.59844458817076,36.77105753565721,-257.3238966433428,535835.7396609732,4069550.702478997,178.5321169390312,NS,117,-211.1095105374967
-116.5984451193928,36.77107748069876,-261.6417978741092,535835.6829708003,4069552.914778509,178.6009883525024,NS,118,-213.45380488822028
-116.59844561991592,36.77109739051567,-265.8600197891583,535835.6290366978,4069555.12318206,178.63829383099417,NS,119,-215.7520614435491
-116.5984461015747,36.77111718752655,-269.5792711368422,535835.5768386173,4069557.3190791374,178.63903295961413,NS,120,-218.00304134133398
-116.59844658408213,36.77113703249544,-272.7980846126748,535835.5245424969,4069559.520295877,178.62686583015815,NS,121,-220.20552584722017
-116.59844707109808,36.7711568476797,-276.11717018587024,535835.4718579059,4069561.718206932,178.62467854768067,NS,122,-222.3583170720994
-116.59844756024812,36.771176711320045,-278.8358133791562,535835.4189603287,4069563.921492417,178.62529588763832,NS,123,-224.46023867821074
-116.59844804626712,36.77119645854843,-281.055519415052,535835.3663963721,4069566.111865534,178.6171938369066,NS,124,-226.5101365734666
-116.5984485345229,36.77121615592269,-283.1756807297943,535835.3136560182,4069568.296707514,178.59687798817663,NS,125,-228.5068795935839
-116.59844902824608,36.77123572574983,-285.3970068258068,535835.2604871183,4069570.467398685,178.56081435801264,NS,126,-230.44936017160927
-116.59844953809524,36.7712553266424,-286.8180497645526,535835.205864654,4069572.641529904,178.51553695171236,NS,127,-232.3364949944356
-116.59845006816934,36.771274963186514,-287.5387677970876,535835.1494206944,4069574.819608376,178.4621923163305,NS,128,-234.16722564591223
-116.59845061762708,36.77129448062564,-288.1605739559027,535835.0913023413,4069576.984467313,178.43534004587875,NS,129,-235.9405192361616
-116.59845117725716,36.771313956172094,-288.5827629434725,535835.032295702,4069579.144675301,178.4402094159871,NS,130,-237.65536901672183
-116.5984517316331,36.77133332008907,-288.7059710400872,535834.9738099265,4069581.292502237,178.4807122236763,NS,131,-239.31079498114408
-116.59845227037796,36.77135273418445,-289.5287204832648,535834.916695774,4069583.4459013073,178.56922696128348,NS,132,-240.9058444506807
-116.59845277105848,36.77137211861086,-289.8517396554462,535834.8629924043,4069585.596023467,178.6731592585927,NS,133,-242.43959264471115
-116.59845322976436,36.77139157727928,-289.2740796409644,535834.8130004152,4069587.754396997,178.7925368775695,NS,134,-243.9111432355603
-116.59845363638053,36.77141095596147,-289.09714836270814,535834.7676942743,4069589.903917184,178.9202797173867,NS,135,-245.31962888737237
-116.59845398928596,36.7714303350571,-289.22021165350543,535834.7271812281,4069592.053503351,179.05049567589714,NS,136,-246.6642117787153
-116.5984542862132,36.7714496347072,-288.74399862361406,535834.6917007874,4069594.194297612,179.1214086867059,NS,137,-247.94408410859867
-116.59845455479991,36.77146903220528,-287.96689128482194,535834.6587039904,4069596.34595674,179.13365425290982,NS,138,-249.1584685855976
-116.59845481954416,36.77148852625711,-287.2889022092795,535834.6260051783,4069598.508327999,179.0882175561367,NS,139,-250.30661889978674
-116.59845510268892,36.77150796414863,-286.71142649160265,535834.5916904069,4069600.664462526,178.96541508816702,NS,140,-251.38782017719777
-116.59845543821342,36.77152743600554,-285.53364225469795,535834.5526853534,4069602.824345221,178.80231218817246,NS,141,-252.4013894165233
-116.59845584130906,36.771546843063405,-284.4564517698682,535834.5076802701,4069604.977014483,178.61498855683428,NS,142,-253.34667590780327
-116.59845632579308,36.77156635047295,-283.7783474967082,535834.4553652274,4069607.140785266,178.42446229497838,NS,143,-254.2230616328377
-116.59845689177,36.77158588627002,-282.79998653224993,535834.3957643878,4069609.307674566,178.2146934038118,NS,144,-255.02996164708213
-116.59845755100864,36.77160555032459,-281.12045734137155,535834.3277810083,4069611.4887565305,178.058138609985,NS,145,-255.76682444279382
-116.59845827500598,36.771625157973205,-279.5414451799816,535834.2540447029,4069613.663557156,177.95635685179477,NS,146,-256.4331322932056
-116.59845904368264,36.77164479991647,-278.0621212555643,535834.1763051914,4069615.842145359,177.92956414238793,NS,147,-257.0284015775182
-116.59845982198948,36.77166439656901,-276.5832111701611,535834.0977273713,4069618.015705874,178.0027256261424,NS,148,-257.5521830865116
-116.5984605730754,36.77168409586467,-275.00336302627056,535834.0215310628,4069620.200662766,178.15050974881075,NS,149,-258.0040623085878
-116.59846126167056,36.7717038158472,-273.62332406736186,535833.9509019585,4069622.387937851,178.35073299787197,NS,150,-258.38365969606986
-116.59846186670448,36.7717236064122,-271.94263805475293,535833.8876972027,4069624.5830739257,178.59178324143355,NS,151,-258.6906309115933
-116.59846236531484,36.77174328349304,-270.062984968522,535833.8340427298,4069626.765661082,178.9126829108975,NS,152,-258.92466705443724
-116.59846272519376,36.771762868076095,-268.2841721897357,535833.7928119844,4069628.938039429,179.21172146282348,NS,153,-259.08549486665606
-116.59846295631598,36.771782311255215,-266.9066465801743,535833.7631375536,4069631.094780087,179.49740598048308,NS,154,-259.17287691888276
-116.5984630668715,36.771801744955646,-264.82920380297674,535833.7442271385,4069633.250514423,179.73595633791382,NS,155,-259.186611775689
-116.59846307681076,36.77182110084977,-262.1524683621837,535833.7343321168,4069635.3976554,179.85311759992135,NS,156,-259.12653414039784
-116.59846303750513,36.771840479443526,-259.8755241360932,535833.7288212313,4069637.547332889,179.76790236981384,NS,157,-258.99251497925775
-116.59846303404028,36.771859774733606,-257.6993416474734,535833.7201506123,4069639.687756107,179.52368537687985,NS,158,-258.784461624899
-116.59846313292373,36.77187909275769,-255.3229547313977,535833.702335664,4069641.8306628927,179.17574751172498,NS,159,-258.50231785900587
-116.59846337728396,36.771898382942126,-252.646826497964,535833.6715510659,4069643.97042697,178.74138678831636,NS,160,-258.14606397415054
-116.59846380742331,36.77191785252314,-250.06906594587144,535833.6241037312,4069646.13002192,178.39082052362352,NS,161,-257.7157168147466
-116.5984643893377,36.77193744446309,-248.19019282960744,535833.5630548022,4069648.303133301,178.1109862303947,NS,162,-257.21132979709324
-116.59846508994616,36.771957027147806,-245.81140787879207,535833.491417741,4069650.475173568,177.8933655616424,NS,163,-256.63299290849295
-116.59846588553113,36.77197666992991,-243.032077114106,535833.4112768762,4069652.6538448734,177.72130248359204,NS,164,-255.98083268543965
-116.59846675344156,36.771996288196654,-240.25297242378383,535833.3246930089,4069654.829769624,177.64823813841562,NS,165,-255.25501217088325
-116.59846765657912,36.772015995679446,-237.8730541999112,535833.2349239297,4069657.0155779114,177.6344829715384,NS,166,-254.4557308505942
-116.5984685658838,36.772035709180685,-235.4930812121684,535833.1446017226,4069659.2020515194,177.66308163362552,NS,167,-253.5832245686587
-116.59846946636516,36.77205549792767,-232.91242089428212,535833.0550319415,4069661.3968754304,177.72840735894627,NS,168,-252.63776542215228
-116.59847033453104,36.77207519063148,-230.4326365354582,535832.9683907784,4069663.5810574046,177.7987215577304,NS,169,-251.619661635049
-116.59847117237808,36.77209487764227,-227.95290322393063,535832.8844580014,4069665.76461921,177.86093521625384,NS,170,-250.52925741143656
-116.59847198005788,36.77211447812781,-225.5739590309904,535832.803257695,4069667.9385940935,177.9108299520243,NS,171,-249.3669327681218
-116.59847276929122,36.77213414821591,-223.1943787384962,535832.7236712187,4069670.120296887,177.97319662909578,NS,172,-248.13310334671988
-116.59847353098986,36.772153795249125,-221.21500810767705,535832.6465527428,4069672.2994525214,178.045182980088,NS,173,-246.82822020533627
-116.59847426406591,36.77217349843779,-219.6351238470388,535832.5719624838,4069674.484848192,178.12190769441656,NS,174,-245.4527695899608
-116.59847496044672,36.77219309271462,-217.65623291258908,535832.5006976742,4069676.658176044,178.18246626239895,NS,175,-244.0072726857059
-116.5984756300472,36.77221265727357,-215.87761250162384,535832.4318366379,4069678.828217333,178.22732531228252,NS,176,-242.49228534803214
-116.59847627700584,36.772232113940085,-214.0999765421011,535832.3650464272,4069680.9862986216,178.25602768834537,NS,177,-240.90839781411833
-116.59847691406588,36.7722516388075,-212.2217175446576,535832.2991078646,4069683.151949135,178.2874774482556,NS,178,-239.2562343945432
-116.5984775379534,36.772271168621145,-210.34341297741867,535832.2343425616,4069685.318153271,178.3256319025598,NS,179,-237.53645314545852
-116.59847814877524,36.77229079839497,-208.2641952854765,535832.1706967609,4069687.495450866,178.37109380025092,NS,180,-235.74974552144405
-116.59847873901296,36.77231038794776,-206.2853442108253,535832.108906655,4069689.668294465,178.41577316862552,NS,181,-233.89683600924917
-116.5984793116081,36.772330024018686,-204.6060678417789,535832.0486693701,4069691.846304923,178.45886443607714,NS,182,-231.9784817426329
-116.59847986486474,36.772349625656815,-203.12710527692343,535831.9901739219,4069694.020503005,178.50158872040183,NS,183,-229.99547209852972
-116.59848040322964,36.77236934766875,-201.14704313740455,535831.9329514327,4069696.2080597086,178.52733800775928,NS,184,-227.94862827477718
-116.59848093160788,36.772389108412696,-199.46662703331185,535831.8766021605,4069698.399916692,178.52181999928257,NS,185,-225.83880284965272
-116.59848146499534,36.77240896753297,-198.5853128235985,535831.8197600999,4069700.6026846697,178.4880656594737,NS,186,-223.66687932347904
-116.5984820106149,36.77242874264333,-197.40476607206165,535831.7618655459,4069702.796128876,178.42623787491655,NS,187,-221.43377164256657
-116.59848258216432,36.77244849668544,-196.02441248980995,535831.7016668088,4069704.987226288,178.34067632394644,NS,188,-219.14042370577351
-116.59848318712427,36.77246814421612,-194.9450324766667,535831.6385360684,4069707.166495906,178.28093064095282,NS,189,-216.78780885397325
-116.59848381913405,36.77248784056391,-193.66520755472536,535831.5729686769,4069709.351170678,178.25894380516397,NS,190,-214.37692934272985
-116.59848446017706,36.772507525590726,-191.98548628054505,535831.5066004432,4069711.5345862433,178.29349292379132,NS,191,-211.90881579849196
-116.59848508889748,36.772527287368895,-190.00506382110416,535831.4412961971,4069713.726520437,178.40371040037496,NS,192,-209.38452665862556
-116.59848566782318,36.77254696375528,-188.02541952603588,535831.3804754455,4069715.909000791,178.54317759592908,NS,193,-206.80514759561564
-116.59848618732671,36.77256664557667,-186.24572377294044,535831.3249550809,4069718.092106303,178.6888167307152,NS,194,-204.17179092577572
-116.59848664256208,36.77258623891368,-185.166833976401,535831.2752112679,4069720.26542033,178.81149406173532,NS,195,-201.48559500281482
-116.5984870468704,36.77260589235933,-184.48739376687536,535831.2299842762,4069722.445421269,178.88438396357415,NS,196,-198.74772359661867
-116.59848741959706,36.77262551974327,-182.7081905491368,535831.1875878039,4069724.6225430192,178.88132591754737,NS,197,-195.9593652576119
-116.59848779475487,36.77264520634824,-180.72844666728,535831.1449468252,4069726.8062332426,178.83073255146806,NS,198,-193.12173266707703
-116.59848818956588,36.77266479565876,-178.54959177169894,535831.1005972701,4069728.979123262,178.74209915275517,NS,199,-190.2360619738128
-116.59848862191416,36.77268437852534,-176.97079687075257,535831.0529008697,4069731.151284413,178.5996128309211,NS,200,-187.3036121175243
-116.59848911344432,36.772703906729895,-175.39250290377186,535830.9999484826,4069733.317359767,178.44807334195838,NS,201,-184.32566413934367
-116.59848967200672,36.77272353331742,-173.21331268171434,535830.9409683142,4069735.4943236336,178.2942337786304,NS,202,-181.30352047988941
-116.59849029726756,36.772743196213774,-170.8337929839845,535830.8760190501,4069737.675290267,178.15804626988853,NS,203,-178.23850426527844
-116.59849098476028,36.77276297689817,-168.35319969827196,535830.8054613774,4069739.869299812,178.0544993675554,NS,204,-175.1319585815126
-116.59849171553336,36.772782725328526,-165.97290225247798,535830.7310563663,4069742.059715227,178.02061562502715,NS,205,-171.98524573766906
-116.59849246197872,36.77280250400474,-163.89232911866657,535830.6552387065,4069744.253479949,178.03201518081366,NS,206,-168.79974651832902
-116.59849320181668,36.77282223702685,-161.61217264129027,535830.5800319702,4069746.442182753,178.0954074238688,NS,207,-165.57685942568733
-116.59849391856514,36.77284208282171,-159.23098574063715,535830.5068333037,4069748.643404066,178.2166265688317,NS,208,-162.31799991179054
-116.59849458414868,36.77286196049696,-157.1495061677424,535830.4381858231,4069750.848181024,178.3297500003315,NS,209,-159.02459960135693
-116.59849520479284,36.77288196314256,-155.26688412368185,535830.3734906311,4069753.066837749,178.41305151360157,NS,210,-155.69810550563872
-116.59849578779588,36.77290191546097,-153.28472044918544,535830.3121779985,4069755.279925788,178.44933361391887,NS,211,-152.3399792277902
-116.59849635574952,36.77292189113904,-151.0023430165902,535830.2521975366,4069757.495610753,178.41094518141563,NS,212,-148.95169616021167
-116.59849693887033,36.77294181629164,-148.9204273914229,535830.1908870823,4069759.705685266,178.30220134902197,NS,213,-145.53474467434435
-116.59849757222014,36.7729618423972,-147.43759152699295,535830.1250472079,4069761.926939673,178.14601363917626,NS,214,-142.09062530339406
-116.5984982743884,36.77298189450322,-145.55452037626037,535830.053053865,4069764.1510525495,177.97060340125728,NS,215,-138.6208499184677
-116.59849905703216,36.77300205216459,-143.37048789457276,535829.9738297567,4069766.3868445377,177.80984249654517,NS,216,-135.12694089860867
